Source,Timestamp,UserEmail,Campaignname,CampaignID,ResourceType,Operation,ChangedFields,Description
google_ads,2026-09-07 13:39:06.695471,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,REMOVE,campaign;criterionId;negative;resourceName;status,"Removed campaign criterion ""Leads-Search-1""; changed: campaign, criterionid, negative, resourcename, status"
google_ads,2026-09-07 13:35:50.010377,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 13:35:50.010377,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 13:35:43.055014,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 13:35:43.055014,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 13:35:38.63472,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 13:35:38.63472,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 13:35:32.236493,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 13:35:32.236493,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 13:35:25.090034,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 13:35:25.090034,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 13:35:13.679076,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 13:35:13.679076,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 13:35:03.03338,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 13:35:03.03338,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 13:34:57.517587,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 13:34:57.517587,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 13:34:49.25289,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 13:34:49.25289,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 13:34:42.805933,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 13:34:42.805933,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 13:34:33.930272,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 13:34:33.930272,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 13:22:17.82309,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD,UPDATE,finalUrlSuffix;responsiveSearchAd.descriptions;responsiveSearchAd.headlines;trackingUrlTemplate,"Updated ad ""Leads-Search-1""; changed: finalurlsuffix, responsivesearchad.descriptions, responsivesearchad.headlines, trackingurltemplate"
google_ads,2026-09-07 13:18:19.589253,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD,UPDATE,finalUrlSuffix;responsiveSearchAd.descriptions;responsiveSearchAd.headlines;trackingUrlTemplate,"Updated ad ""Leads-Search-1""; changed: finalurlsuffix, responsivesearchad.descriptions, responsivesearchad.headlines, trackingurltemplate"
google_ads,2026-09-07 13:16:40.47182,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_AD,UPDATE,ad;status,"Updated ad group ad ""Leads-Search-1""; changed: ad, status"
google_ads,2026-09-07 13:16:15.663048,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD,UPDATE,finalUrlSuffix;responsiveSearchAd.descriptions;responsiveSearchAd.headlines;trackingUrlTemplate,"Updated ad ""Leads-Search-1""; changed: finalurlsuffix, responsivesearchad.descriptions, responsivesearchad.headlines, trackingurltemplate"
google_ads,2026-09-07 13:10:03.664575,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:09:42.628111,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:09:31.863535,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:09:20.121087,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:09:03.461455,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:08:51.148239,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:08:35.948751,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:08:32.536991,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:08:28.527823,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:08:21.648037,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,CREATE,campaign;criterionId;negative;resourceName,"Created campaign criterion ""Leads-Search-1"""
google_ads,2026-09-07 13:08:21.648037,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,CREATE,campaign;criterionId;negative;resourceName,"Created campaign criterion ""Leads-Search-1"""
google_ads,2026-09-07 13:08:21.648037,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,CREATE,campaign;criterionId;negative;resourceName,"Created campaign criterion ""Leads-Search-1"""
google_ads,2026-09-07 13:08:21.648037,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,CREATE,campaign;criterionId;negative;resourceName,"Created campaign criterion ""Leads-Search-1"""
google_ads,2026-09-07 13:08:21.648037,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,CREATE,campaign;criterionId;negative;resourceName,"Created campaign criterion ""Leads-Search-1"""
google_ads,2026-09-07 13:08:21.648037,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,CREATE,campaign;criterionId;negative;resourceName,"Created campaign criterion ""Leads-Search-1"""
google_ads,2026-09-07 13:08:21.648037,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,CREATE,campaign;criterionId;negative;resourceName,"Created campaign criterion ""Leads-Search-1"""
google_ads,2026-09-07 13:08:21.648037,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,CREATE,campaign;criterionId;negative;resourceName,"Created campaign criterion ""Leads-Search-1"""
google_ads,2026-09-07 13:08:21.648037,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,CREATE,campaign;criterionId;negative;resourceName,"Created campaign criterion ""Leads-Search-1"""
google_ads,2026-09-07 13:05:27.240575,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:03:55.585967,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:03:36.417631,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:03:25.908159,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:03:13.652559,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:03:00.763615,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:02:52.986095,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:02:21.646991,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:02:14.234655,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:02:00.069679,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:01:46.247247,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:01:14.007903,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:01:07.238991,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:01:00.102047,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:00:53.912559,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:00:11.272735,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 13:00:05.108495,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 12:59:57.698303,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 12:59:46.693631,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,CAMPAIGN_CRITERION,UPDATE,,"Updated campaign criterion ""Leads-Search-1""; changed: "
google_ads,2026-09-07 12:56:33.478858,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 12:56:33.478858,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 12:56:18.836456,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 12:56:18.836456,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 12:56:09.542834,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 12:56:09.542834,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 12:56:03.852037,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 12:56:03.852037,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 12:55:58.120098,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 12:55:58.120098,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 12:55:50.207906,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 12:55:50.207906,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 12:55:46.053185,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 12:55:46.053185,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 12:55:14.108222,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 12:55:14.108222,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 12:55:04.848371,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 12:55:04.848371,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 12:54:59.83625,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 12:54:53.808242,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 12:54:53.808242,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 12:54:43.646686,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 12:54:43.646686,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 12:54:38.099063,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 12:54:38.099063,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 12:54:29.758702,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 12:54:29.758702,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 12:54:25.16245,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 12:54:25.16245,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
google_ads,2026-09-07 12:54:16.527978,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,REMOVE,adGroup;criterionId;keyword.matchType;keyword.text;negative;resourceName;status,"Removed ad group criterion ""Leads-Search-1""; changed: adgroup, criterionid, matchtype, text, negative, resourcename, status"
google_ads,2026-09-07 12:54:16.527978,drjake@pankanaturalhealth.com,Leads-Search-1,22767146837,AD_GROUP_CRITERION,CREATE,adGroup;criterionId;keyword.text;negative;resourceName;status,"Created ad group criterion ""Leads-Search-1"""
