Yearmonth,Campaignname,CampaignID,ConversionTrackerId,ConversionTypeName,ConversionCategory,ExternalConversionSource,Conversions,conversionsByConversionDate,EstimatedTotalConversions,allConversionsByConversionDate,ConversionValue,EstimatedTotalConversionValue,allConversionsValueByConversionDate,Viewthroughconversions,EstimatedCrossDeviceConversions,primary_for_goal_now,include_in_conversions_now,counting,action_bucket
2025|08,Leads-Search-1,22767146837,7180867432,Local actions - Directions,Get directions,Google hosted,0.0,0.0,3.0,6.0,0.0,3.0,6.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2025|08,Leads-Search-1,22767146837,7254459499,Clicks to call,Contact,Google hosted,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2025|09,Leads-Search-1,22767146837,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,False,False,Many per click,scheduling_page_or_event
2026|04,Leads-Search-1,22767146837,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,16.0,12.0,16.0,12.0,16.0,16.0,12.0,0.0,0.0,False,False,Many per click,scheduling_page_or_event
2026|04,Leads-Search-1,22767146837,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,False,False,Many per click,doctor_bio_page_view
2026|04,Leads-Search-1,22767146837,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,False,False,Many per click,doctor_bio_page_view
2026|04,Leads-Search-1,22767146837,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,False,False,Many per click,whypnh_page_view
2026|04,Leads-Search-1,22767146837,7157480846,Local actions - Website visits,Page view,Google hosted,0.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2026|04,Leads-Search-1,22767146837,7160506736,Local actions - Other engagements,Engagement,Google hosted,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2026|04,Leads-Search-1,22767146837,7180867432,Local actions - Directions,Get directions,Google hosted,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2026|05,Leads-Search-1,22767146837,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,20.0,24.0,20.0,24.0,20.0,20.0,24.0,0.0,0.0,False,False,Many per click,scheduling_page_or_event
2026|05,Leads-Search-1,22767146837,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,False,False,Many per click,doctor_bio_page_view
2026|05,Leads-Search-1,22767146837,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,False,False,Many per click,doctor_bio_page_view
2026|05,Leads-Search-1,22767146837,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,False,False,Many per click,whypnh_page_view
2026|05,Leads-Search-1,22767146837,7157480846,Local actions - Website visits,Page view,Google hosted,0.0,0.0,7.0,8.0,0.0,7.0,8.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2026|05,Leads-Search-1,22767146837,7160506736,Local actions - Other engagements,Engagement,Google hosted,0.0,0.0,18.0,18.0,0.0,18.0,18.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2026|05,Leads-Search-1,22767146837,7180867432,Local actions - Directions,Get directions,Google hosted,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2026|06,Leads-Search-1,22767146837,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Many per click,scheduling_page_or_event
2026|06,Leads-Search-1,22767146837,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0.02,0.0,0.02,0.0,1.06,1.06,0.0,0.0,0.0,True,True,One per click,scheduling_page_or_event
2026|06,PNHdefense-Website traffic-Search-2,23888858069,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,18.0,11.0,34.0,11.0,18.0,34.0,11.0,0.0,0.0,False,False,Many per click,scheduling_page_or_event
2026|06,PNHdefense-Website traffic-Search-2,23888858069,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,False,False,Many per click,doctor_bio_page_view
2026|06,PNHdefense-Website traffic-Search-2,23888858069,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,False,False,Many per click,doctor_bio_page_view
2026|06,PNHdefense-Website traffic-Search-2,23888858069,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,Many per click,whypnh_page_view
2026|06,PNHdefense-Website traffic-Search-2,23888858069,7157480846,Local actions - Website visits,Page view,Google hosted,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2026|06,PNHdefense-Website traffic-Search-2,23888858069,7196843730,PNH2 (web) purchase,Purchase/Sale,Other,1.0,1.0,2.0,2.0,225.0,855.0,855.0,0.0,0.0,True,True,Many per click,purchase
2026|06,PNHdefense-Website traffic-Search-2,23888858069,7254459499,Clicks to call,Contact,Google hosted,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2026|06,PNHdefense-Website traffic-Search-2,23888858069,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,2.0,0.0,18.01,10.0,66.0,82.01,10.0,0.0,0.0,True,True,One per click,scheduling_page_or_event
2026|07,Leads-Search-1,22767146837,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,18.0,18.0,67.0,66.0,18.0,67.0,66.0,0.0,0.0,False,False,Many per click,scheduling_page_or_event
2026|07,Leads-Search-1,22767146837,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0.0,0.0,34.0,34.0,0.0,34.0,34.0,0.0,0.0,False,False,Many per click,doctor_bio_page_view
2026|07,Leads-Search-1,22767146837,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0.0,0.0,21.0,21.0,0.0,21.0,21.0,0.0,0.0,False,False,Many per click,doctor_bio_page_view
2026|07,Leads-Search-1,22767146837,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0.0,0.0,9.0,9.0,0.0,9.0,9.0,0.0,0.0,False,False,Many per click,whypnh_page_view
2026|07,Leads-Search-1,22767146837,7157480846,Local actions - Website visits,Page view,Google hosted,0.0,0.0,12.0,11.0,0.0,12.0,11.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2026|07,Leads-Search-1,22767146837,7160506736,Local actions - Other engagements,Engagement,Google hosted,0.0,0.0,38.0,37.0,0.0,38.0,37.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2026|07,Leads-Search-1,22767146837,7180867432,Local actions - Directions,Get directions,Google hosted,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2026|07,Leads-Search-1,22767146837,7196843730,PNH2 (web) purchase,Purchase/Sale,Other,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,True,True,Many per click,purchase
2026|07,Leads-Search-1,22767146837,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,27.0,27.0196,44.0,44.0172,1561.96,1578.96,1580.0172,0.0,0.0,True,True,One per click,scheduling_page_or_event
2026|07,PNHdefense-Website traffic-Search-2,23888858069,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,5.0,12.0,6.0,29.0,5.0,6.0,29.0,0.0,0.0,False,False,Many per click,scheduling_page_or_event
2026|07,PNHdefense-Website traffic-Search-2,23888858069,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,False,False,Many per click,doctor_bio_page_view
2026|07,PNHdefense-Website traffic-Search-2,23888858069,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,False,False,Many per click,doctor_bio_page_view
2026|07,PNHdefense-Website traffic-Search-2,23888858069,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,Many per click,whypnh_page_view
2026|07,PNHdefense-Website traffic-Search-2,23888858069,7180867432,Local actions - Directions,Get directions,Google hosted,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2026|07,PNHdefense-Website traffic-Search-2,23888858069,7196843730,PNH2 (web) purchase,Purchase/Sale,Other,0.21,0.2057,0.21,0.2057,46.28,46.28,46.2825,0.0,0.0,True,True,Many per click,purchase
2026|07,PNHdefense-Website traffic-Search-2,23888858069,7254459499,Clicks to call,Contact,Google hosted,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2026|07,PNHdefense-Website traffic-Search-2,23888858069,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0.0,2.0,2.92,10.9282,0.0,2.92,74.9282,0.0,0.0,True,True,One per click,scheduling_page_or_event
2026|08,Leads-Search-1,22767146837,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0.0,0.0,28.0,29.0,0.0,28.0,29.0,0.0,0.0,False,False,Many per click,scheduling_page_or_event
2026|08,Leads-Search-1,22767146837,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0.0,0.0,30.0,30.0,0.0,30.0,30.0,0.0,0.0,False,False,Many per click,doctor_bio_page_view
2026|08,Leads-Search-1,22767146837,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0.0,0.0,15.0,15.0,0.0,15.0,15.0,0.0,0.0,False,False,Many per click,doctor_bio_page_view
2026|08,Leads-Search-1,22767146837,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,False,False,Many per click,whypnh_page_view
2026|08,Leads-Search-1,22767146837,7157480846,Local actions - Website visits,Page view,Google hosted,0.0,0.0,9.0,10.0,0.0,9.0,10.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2026|08,Leads-Search-1,22767146837,7160506736,Local actions - Other engagements,Engagement,Google hosted,0.0,0.0,16.0,17.0,0.0,16.0,17.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2026|08,Leads-Search-1,22767146837,7180867432,Local actions - Directions,Get directions,Google hosted,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2026|08,Leads-Search-1,22767146837,7217291006,Calls from ads,Phone call lead,Calls from ads,0.0,0.0,1.0,1.0,0.0,50.0,50.0,0.0,0.0,False,False,One per click,call_or_lead_form
2026|08,Leads-Search-1,22767146837,7254459499,Clicks to call,Contact,Google hosted,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2026|08,Leads-Search-1,22767146837,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,22.0,22.0,22.0,22.0,910.0,910.0,910.0,0.0,0.0,True,True,One per click,scheduling_page_or_event
2026|09,Leads-Search-1,22767146837,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,False,False,Many per click,scheduling_page_or_event
2026|09,Leads-Search-1,22767146837,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,False,False,Many per click,doctor_bio_page_view
2026|09,Leads-Search-1,22767146837,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,False,False,Many per click,doctor_bio_page_view
2026|09,Leads-Search-1,22767146837,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,False,False,Many per click,whypnh_page_view
2026|09,Leads-Search-1,22767146837,7160506736,Local actions - Other engagements,Engagement,Google hosted,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2026|09,Leads-Search-1,22767146837,7180867432,Local actions - Directions,Get directions,Google hosted,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,True,False,Many per click,google_hosted_local_action
2026|09,Leads-Search-1,22767146837,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True,True,One per click,scheduling_page_or_event
