Date,Campaignname,CampaignID,Campaignstatus,ConversionTrackerId,ConversionTypeName,ConversionCategory,ExternalConversionSource,Conversions,conversionsByConversionDate,EstimatedTotalConversions,allConversionsByConversionDate,ConversionValue,EstimatedTotalConversionValue,allConversionsValueByConversionDate,Viewthroughconversions,EstimatedCrossDeviceConversions
2025-07-18,Campaign #1,22625352639,paused,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,0,2,0,0,2,0,0
2025-07-18,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,18,12,18,12,18,18,12,0,3
2025-07-18,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,3,3,3,3,3,3,3,0,0
2025-07-18,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,5,5,5,5,5,5,5,0,0
2025-07-18,Leads-Search-1,22767146837,enabled,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,1,1,1,1,1,1,1,0,0
2025-07-18,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,3,2,0,3,2,0,0
2025-07-18,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,16,16,0,16,16,0,0
2025-07-19,Campaign #1,22625352639,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,3,0,3,0,0,3,0,0
2025-07-19,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,2,5,2,5,2,2,5,0,0
2025-07-19,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,1,1,1,1,1,1,1,0,0
2025-07-19,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,1,0,1,1,0,0
2025-07-20,Campaign #1,22625352639,paused,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,0,2,0,0,2,0,0
2025-07-20,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,8,6,8,6,8,8,6,0,0
2025-07-20,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,3,3,3,3,3,3,3,0,0
2025-07-20,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,1,1,1,1,1,1,1,0,0
2025-07-20,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,3,3,0,3,3,0,0
2025-07-20,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,19,19,0,19,19,0,0
2025-07-20,Leads-Search-1,22767146837,enabled,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,3,0,0,3,0,0,0
2025-07-21,Campaign #1,22625352639,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,2,0,2,0,0,2,0,0
2025-07-21,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,7,6,7,6,7,7,6,0,0
2025-07-21,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,1,1,1,1,1,1,1,0,0
2025-07-21,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,1,1,1,1,1,1,1,0,0
2025-07-21,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,2,2,0,2,2,0,0
2025-07-21,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,1,0,0,1,0,0,0
2025-07-22,Campaign #1,22625352639,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,2,0,2,0,0,2,0,0
2025-07-22,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,4,8,4,8,4,4,8,0,0
2025-07-22,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,3,2,3,2,3,3,2,0,0
2025-07-22,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,1,0,1,0,1,1,0,0,0
2025-07-22,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,2,1,0,2,1,0,0
2025-07-22,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,1,2,0,1,2,0,0
2025-07-23,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,2,0,2,0,0,2,0,0
2025-07-23,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,1,0,1,0,0,1,0,0
2025-07-23,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,1,0,1,0,0,1,0,0
2025-07-23,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,0,1,0,0,1,0,0
2025-07-24,Campaign #1,22625352639,paused,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,0,1,0,0,1,0,0
2025-07-25,Campaign #1,22625352639,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,1,0,1,0,0,1,0,0
2025-07-27,Campaign #1,22625352639,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,1,0,1,0,0,1,0,0
2025-07-28,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,0,1,0,0,1,0,0
2025-07-29,Campaign #1,22625352639,paused,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,0,1,0,0,1,0,0
2025-07-31,Campaign #1,22625352639,paused,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,0,1,0,0,1,0,0
2025-08-01,Campaign #1,22625352639,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,1,0,1,0,0,1,0,0
2025-08-01,Campaign #1,22625352639,paused,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,0,2,0,0,2,0,0
2025-08-04,Campaign #1,22625352639,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,1,0,1,0,0,1,0,0
2025-08-04,Campaign #1,22625352639,paused,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,0,1,0,0,1,0,0
2025-08-04,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,6,3,6,3,6,6,3,0,0
2025-08-04,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,6,5,6,5,6,6,5,0,0
2025-08-04,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,1,1,1,1,1,1,1,0,0
2025-08-04,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,5,3,0,5,3,0,0
2025-08-05,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,3,6,3,6,3,3,6,0,0
2025-08-05,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,1,2,1,2,1,1,2,0,0
2025-08-05,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,2,1,0,2,1,0,0
2025-08-05,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,6,8,0,6,8,0,0
2025-08-06,Campaign #1,22625352639,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,1,0,1,0,0,1,0,0
2025-08-06,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,1,1,1,1,1,1,1,0,0
2025-08-06,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,1,1,1,1,1,1,1,0,0
2025-08-06,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,3,3,0,3,3,0,0
2025-08-06,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,3,3,0,3,3,0,0
2025-08-06,Leads-Search-1,22767146837,enabled,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,1,1,0,1,1,0,0
2025-08-07,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,10,9,10,9,10,10,9,0,0
2025-08-07,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,3,3,3,3,3,3,3,0,0
2025-08-07,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,3,3,3,3,3,3,3,0,0
2025-08-07,Leads-Search-1,22767146837,enabled,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,1,1,1,1,1,1,1,0,0
2025-08-07,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,3,3,0,3,3,0,0
2025-08-07,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,1,1,0,1,1,0,0
2025-08-07,Leads-Search-1,22767146837,enabled,7254459499,Clicks to call,Contact,Google hosted,0,0,1,1,0,1,1,0,0
2025-08-08,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,4,3,4,3,4,4,3,0,0
2025-08-08,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,4,4,4,4,4,4,4,0,0
2025-08-08,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,2,2,2,2,2,2,2,0,0
2025-08-08,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,5,3,0,5,3,0,0
2025-08-08,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,2,2,0,2,2,0,0
2025-08-09,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,7,4,7,4,7,7,4,0,0
2025-08-09,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,4,4,4,4,4,4,4,0,0
2025-08-09,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,1,1,1,1,1,1,1,0,0
2025-08-10,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,1,1,1,1,1,1,1,0,0
2025-08-10,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,2,2,2,2,2,2,2,0,0
2025-08-10,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,1,0,1,1,0,0
2025-08-10,Leads-Search-1,22767146837,enabled,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,1,1,0,1,1,0,0
2025-08-11,Campaign #1,22625352639,paused,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,0,1,0,0,1,0,0
2025-08-11,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,9,10,9,10,9,9,10,0,2
2025-08-11,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,5,3,5,3,5,5,3,0,0
2025-08-11,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,2,2,2,2,2,2,2,0,0
2025-08-11,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,1,0,1,1,0,0
2025-08-11,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,7,7,0,7,7,0,0
2025-08-12,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,1,2,1,2,1,1,2,0,0
2025-08-12,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,1,1,1,1,1,1,1,0,0
2025-08-12,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,2,2,0,2,2,0,0
2025-08-12,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,3,3,0,3,3,0,0
2025-08-13,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,2,0,2,0,0,2,0,0
2025-08-15,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,0,1,0,0,1,0,0
2025-08-18,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,0,1,0,0,1,0,0
2025-08-18,Leads-Search-1,22767146837,enabled,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,0,1,0,0,1,0,0
2025-08-19,Leads-Search-1,22767146837,enabled,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,0,2,0,0,2,0,0
2025-08-23,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,1,1,1,1,1,1,1,0,0
2025-08-23,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,1,1,1,1,1,1,1,0,0
2025-08-23,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,2,2,0,2,2,0,0
2025-08-23,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,1,1,0,1,1,0,0
2025-08-23,Leads-Search-1,22767146837,enabled,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,1,1,0,1,1,0,0
2025-08-24,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,4,4,4,4,4,4,4,0,0
2025-08-24,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,2,2,2,2,2,2,2,0,0
2025-08-24,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,2,2,0,2,2,0,0
2025-08-24,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,5,5,0,5,5,0,0
2025-08-25,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,3,2,3,2,3,3,2,0,1
2025-08-25,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,7,7,7,7,7,7,7,0,0
2025-08-25,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,4,4,4,4,4,4,4,0,0
2025-08-25,Leads-Search-1,22767146837,enabled,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,1,1,1,1,1,1,1,0,0
2025-08-25,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,3,3,0,3,3,0,0
2025-08-25,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,5,5,0,5,5,0,0
2025-08-26,Campaign #1,22625352639,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,1,0,1,0,0,1,0,0
2025-08-26,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,5,3,5,3,5,5,3,0,0
2025-08-26,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,2,2,2,2,2,2,2,0,0
2025-08-27,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,2,0,2,0,0,2,0,0
2025-08-27,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,1,0,1,1,0,0
2025-08-27,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,1,1,0,1,1,0,0
2025-08-29,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,0,1,0,0,1,0,0
2025-09-02,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,1,0,1,0,0,1,0,0
2025-09-09,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,1,0,1,0,0,1,0,0
2025-09-10,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,1,0,1,0,0,1,0,0
2025-09-15,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,1,0,1,0,0,1,0,0
2025-09-18,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,1,0,1,0,0,1,0,0
2026-04-27,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-04-28,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,12,7,12,7,12,12,7,0,0
2026-04-28,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,4,3,0,4,3,0,0
2026-04-28,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,3,2,0,3,2,0,0
2026-04-28,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,1,0,1,1,0,0
2026-04-28,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,1,1,0,1,1,0,0
2026-04-28,Leads-Search-1,22767146837,enabled,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,3,3,0,3,3,0,0
2026-04-29,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,1,1,1,1,1,1,1,0,0
2026-04-29,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,2,1,0,2,1,0,0
2026-04-29,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,2,1,0,2,1,0,0
2026-04-29,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,2,2,0,2,2,0,0
2026-04-29,Leads-Search-1,22767146837,enabled,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,2,2,0,2,2,0,0
2026-04-30,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,3,4,3,4,3,3,4,0,0
2026-04-30,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,3,0,1,3,0,0
2026-04-30,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,0,1,0,0,1,0,0
2026-04-30,Leads-Search-1,22767146837,enabled,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,1,1,0,1,1,0,0
2026-04-30,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,1,1,0,1,1,0,0
2026-05-01,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,1,2,1,2,1,1,2,0,0
2026-05-01,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,1,0,1,1,0,0
2026-05-02,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,5,6,5,6,5,5,6,0,0
2026-05-02,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,2,2,0,2,2,0,0
2026-05-02,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-05-02,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,1,0,1,1,0,0
2026-05-03,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,2,1,2,1,2,2,1,0,0
2026-05-03,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-05-03,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,2,2,0,2,2,0,0
2026-05-03,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,5,5,0,5,5,0,0
2026-05-04,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,1,2,1,2,1,1,2,0,0
2026-05-04,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-05-04,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,0,1,0,0,1,0,0
2026-05-04,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,1,1,0,1,1,0,0
2026-05-08,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,2,0,2,0,0,2,0,0
2026-05-12,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,2,1,2,1,2,2,1,0,0
2026-05-12,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-05-12,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,2,1,0,2,1,0,0
2026-05-12,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,7,7,0,7,7,0,0
2026-05-12,Leads-Search-1,22767146837,enabled,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,1,1,0,1,1,0,0
2026-05-13,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,7,7,7,7,7,7,7,0,0
2026-05-13,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,2,2,0,2,2,0,0
2026-05-13,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,3,2,0,3,2,0,0
2026-05-13,Leads-Search-1,22767146837,enabled,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,1,1,0,1,1,0,0
2026-05-13,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,2,0,1,2,0,0
2026-05-13,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,5,1,0,5,1,0,0
2026-05-19,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,1,0,1,0,0,1,0,0
2026-05-19,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,0,1,0,0,1,0,0
2026-05-19,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,0,4,0,0,4,0,0
2026-05-30,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,2,2,2,2,2,2,2,0,0
2026-05-30,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-05-30,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-05-30,Leads-Search-1,22767146837,enabled,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,1,1,0,1,1,0,0
2026-06-02,PNHdefense-Website traffic-Search-2,23888858069,paused,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-06-02,PNHdefense-Website traffic-Search-2,23888858069,paused,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,2,1,0,2,1,0,0
