Campaignname,CampaignID,Adgroupname,AdgroupID,AdID,Adstatus,ad_strength,assetFieldType,assetType,assetPerformanceLabel,assetTextText,InCurrentCreative,Impressions,Clicks,Cost,Ctr,Conversions,CostPerConversion
Leads-Search-1,22767146837,Functional & Integrative Medicine,198432290338,817264881560,Paused,Pending,Headline,Text,Pending information,Functional Medicine Near You,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Functional & Integrative Medicine,198432290338,817264881560,Paused,Pending,Headline,Text,Pending information,"Gut, Thyroid & Fatigue Care",yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Functional & Integrative Medicine,198432290338,817264881560,Paused,Pending,Headline,Text,Pending information,HSA/FSA & Cash-Pay Clinic,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Functional & Integrative Medicine,198432290338,817264881560,Paused,Pending,Headline,Text,Pending information,Minneapolis Functional Care,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Functional & Integrative Medicine,198432290338,817264881560,Paused,Pending,Headline,Text,Pending information,"Normal Labs, Still Unwell?",yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Functional & Integrative Medicine,198432290338,817264881560,Paused,Pending,Headline,Text,Pending information,Not a 15-Minute Visit,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Functional & Integrative Medicine,198432290338,817264881560,Paused,Pending,Headline,Text,Pending information,Two-Hour First Visits,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,812704345088,Enabled,Excellent,Description,Text,Pending information,"Naturopathic clinic in downtown Hopkins — minutes from Minnetonka, Edina & St. Louis Park.",yes,647,40,77.0535,0.0618,6.5,11.8544
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,812704345088,Enabled,Excellent,Description,Text,Pending information,"Family-owned in Hopkins since 2018. No membership, no monthly fee.",yes,242,23,45.6575,0.095,5.5,8.3014
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Description,Text,Pending information,"Your neighborhood naturopathic clinic — downtown Hopkins, minutes from the west metro.",yes,230,4,12.09,0.0174,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,812704345088,Enabled,Excellent,Description,Text,Pending information,Drs. Haley & Jacob Panka. Evidence-informed naturopathic care. HSA/FSA & cash-pay.,yes,225,18,34.4,0.08,4.0,8.6
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,812704345088,Enabled,Excellent,Description,Text,Pending information,"West-metro families choose unhurried, root-cause care. Free 10-minute intro call.",yes,25,2,5.31,0.08,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Description,Text,Pending information,"In-person care in Hopkins, MN, with telehealth available across Minnesota & Wisconsin.",yes,22,1,2.41,0.0455,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Description,Text,Pending information,Drs. Haley & Jacob Panka live and practice in the west metro. Free 10-minute intro call.,yes,18,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Description,Text,Pending information,Skip the drive across town. Root-cause naturopathic care close to home since 2018.,yes,15,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,812704345088,Enabled,Excellent,Headline,Text,Pending information,"Naturopath in Hopkins, MN",yes,313,28,56.8775,0.0895,3.5,16.2507
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,812704345088,Enabled,Excellent,Headline,Text,Pending information,Root-Cause Naturopathic Care,yes,256,23,44.57,0.0898,2.5,17.828
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,812704345088,Enabled,Excellent,Headline,Text,Pending information,Hopkins & West Metro Clinic,yes,209,23,43.5135,0.11,6.5,6.6944
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,812704345088,Enabled,Excellent,Headline,Text,Pending information,Eden Prairie & St Louis Park,yes,171,17,30.6638,0.0994,5.0,6.1328
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,812704345088,Enabled,Excellent,Headline,Text,Pending information,Serving Minnetonka & Edina,yes,171,11,20.896,0.0643,3.0,6.9653
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Headline,Text,,Serving Eden Prairie & Chaska,no,150,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,812704345088,Enabled,Excellent,Headline,Text,Pending information,Family-Owned Since 2018,yes,141,11,22.4337,0.078,1.0,22.4337
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,812704345088,Enabled,Excellent,Headline,Text,Pending information,"No Membership, No Monthly Fee",yes,137,16,35.83,0.1168,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,812704345088,Enabled,Excellent,Headline,Text,Pending information,Downtown Hopkins Clinic,yes,116,7,15.35,0.0603,1.5,10.2333
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,812704345088,Enabled,Excellent,Headline,Text,Pending information,Two-Hour First Visits,yes,70,4,8.94,0.0571,1.0,8.94
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,812704345088,Enabled,Excellent,Headline,Text,Pending information,MN & WI Telehealth,yes,63,3,4.5,0.0476,1.0,4.5
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Headline,Text,Pending information,"Local, Family-Owned Clinic",yes,51,3,6.92,0.0588,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,812704345088,Enabled,Excellent,Headline,Text,Pending information,HSA/FSA Accepted,yes,49,6,10.37,0.1224,1.0,10.37
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,812704345088,Enabled,Excellent,Headline,Text,Pending information,Same-Week Appointments,yes,34,1,2.39,0.0294,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Headline,Text,Pending information,Root-Cause Natural Care,yes,32,2,7.38,0.0625,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Headline,Text,Pending information,Hopkins & West Metro NDs,yes,28,1,2.41,0.0357,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,812704345088,Enabled,Excellent,Headline,Text,Pending information,A Doctor Who Listens,yes,25,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Headline,Text,Pending information,Care Close to Home,yes,25,1,2.3,0.04,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Headline,Text,Pending information,Same-Week Appointments,yes,19,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,812704345088,Enabled,Excellent,Headline,Text,Pending information,Evidence-Informed Care,yes,16,1,2.4,0.0625,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Headline,Text,,Downtown Hopkins Since 2018,no,14,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Headline,Text,,Minutes From Edina & SLP,no,14,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,812704345088,Enabled,Excellent,Headline,Text,Pending information,Free 10-Min Intro Call,yes,12,1,2.39,0.0833,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Headline,Text,Pending information,A Doctor Who Listens,yes,11,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Headline,Text,Pending information,Free 10-Min Intro Call,yes,9,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Headline,Text,,Naturopath Near Minnetonka,no,6,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Headline,Text,Pending information,Your West Metro Naturopath,yes,5,1,5.17,0.2,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Headline,Text,Pending information,HSA/FSA Accepted,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Headline,Text,Pending information,MN & WI Telehealth,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Headline,Text,Pending information,Minneapolis Holistic Doctors,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Headline,Text,Pending information,Minneapolis Naturopath,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Headline,Text,Pending information,"Naturopathic Doctors, MN",yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Headline,Text,Pending information,"No Membership, No Monthly Fee",yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,200485717907,817157599125,Paused,Pending,Headline,Text,Pending information,Two-Hour First Visits,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Description,Text,Pending information,"Cash-pay clinic, HSA/FSA accepted. In person in Hopkins or telehealth in MN & WI.",yes,460,29,24.0653,0.063,4.51,5.336
Leads-Search-1,22767146837,Men's Health,201177674047,817157424693,Enabled,Poor,Description,Text,Pending information,"Root-cause men's health — hormones, metabolic and heart markers, and a practical plan.",yes,205,32,31.5563,0.1561,2.0,15.7782
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Description,Text,Pending information,"Functional lab testing beyond the annual physical, explained in plain language.",yes,84,12,11.6259,0.1429,1.0,11.6259
Leads-Search-1,22767146837,Men's Health,201177674047,817157424693,Enabled,Poor,Description,Text,Pending information,"Low energy, poor sleep, stubborn weight? We run deeper labs and explain every number.",yes,55,12,10.3088,0.2182,1.0,10.3088
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Description,Text,Pending information,"Energy, hormones, metabolic and heart health — root-cause care for men.",yes,16,2,2.9724,0.125,0.51,5.8282
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Description,Text,Pending information,Two unhurried hours on your whole picture. Free 10-minute intro call to start.,yes,7,1,3.42,0.1429,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,817157424693,Enabled,Poor,Description,Text,Pending information,"Two unhurried hours with Dr. Jacob Panka, ND. Free 10-minute intro call to start.",yes,5,1,4.62,0.2,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,817157424693,Enabled,Poor,Description,Text,Pending information,"No memberships, no upsells. Straightforward care in Hopkins or MN & WI telehealth.",yes,3,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,,"Hopkins, MN Clinic",no,310,11,11.0543,0.0355,2.51,4.4041
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,Pending information,"Dr. Jacob Panka, ND",yes,156,9,10.3103,0.0577,2.0,5.1551
Leads-Search-1,22767146837,Men's Health,201177674047,817157424693,Enabled,Poor,Headline,Text,Pending information,Root-Cause Men's Health,yes,122,8,11.8207,0.0656,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,817157424693,Enabled,Poor,Headline,Text,Pending information,"Dr. Jacob Panka, ND",yes,112,22,15.2012,0.1964,1.0,15.2012
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,Pending information,MN & WI Telehealth,yes,81,4,4.62,0.0494,1.0,4.62
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,,Root-Cause Men's Health,yes,74,3,4.1224,0.0405,0.51,8.0831
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,Pending information,Evidence-Informed Care,yes,58,16,12.651,0.2759,2.0,6.3255
Leads-Search-1,22767146837,Men's Health,201177674047,817157424693,Enabled,Poor,Headline,Text,Pending information,Men's Hormone & Energy Labs,yes,55,4,9.45,0.0727,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,Pending information,Two-Hour First Visits,yes,37,3,4.35,0.0811,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,817157424693,Enabled,Poor,Headline,Text,Pending information,Told Everything's Normal?,yes,37,4,3.2289,0.1081,1.0,3.2289
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,,Men's Health Naturopath,yes,34,1,0.61,0.0294,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,Pending information,"No Membership, No Monthly Fee",yes,33,3,6.05,0.0909,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,,Hormone & Metabolic Labs,yes,26,9,11.2228,0.3462,0.51,22.0055
Leads-Search-1,22767146837,Men's Health,201177674047,817157424693,Enabled,Poor,Headline,Text,Pending information,Hopkins Clinic + Telehealth,yes,24,5,6.8649,0.2083,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,817157424693,Enabled,Poor,Headline,Text,Pending information,Free 10-Min Intro Call,yes,23,1,0.67,0.0435,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,Pending information,HSA/FSA Accepted,yes,19,6,3.0221,0.3158,1.0,3.0221
