Date,Yearmonth,Campaignname,CampaignID,Device,Impressions,Clicks,Cost,Ctr,Conversions,CostPerConversion
2025-07-01,2025|07,Campaign #1,22625352639,Tablets with full browsers,74,5,0.3709,0.0676,0,
2025-07-02,2025|07,Campaign #1,22625352639,Computers,42,1,0.0088,0.0238,0,
2025-07-02,2025|07,Campaign #1,22625352639,Mobile devices with full browsers,8516,295,41.148,0.0346,223.02,0.1845
2025-07-02,2025|07,Campaign #1,22625352639,Tablets with full browsers,24,1,0.1173,0.0417,0,
2025-07-03,2025|07,Campaign #1,22625352639,Computers,43,0,0.0075,0,0,
2025-07-03,2025|07,Campaign #1,22625352639,Mobile devices with full browsers,6706,199,33.3158,0.0297,76.99,0.4327
2025-07-03,2025|07,Campaign #1,22625352639,Tablets with full browsers,72,0,0.4259,0,0,
2025-07-04,2025|07,Campaign #1,22625352639,Computers,23,0,0.0077,0,0,
2025-07-04,2025|07,Campaign #1,22625352639,Mobile devices with full browsers,18291,611,117.4089,0.0334,473.75,0.2478
2025-07-04,2025|07,Campaign #1,22625352639,Tablets with full browsers,54,3,0.3251,0.0556,1,0.3251
2025-07-05,2025|07,Campaign #1,22625352639,Computers,4,0,0,0,0,
2025-07-05,2025|07,Campaign #1,22625352639,Mobile devices with full browsers,17976,531,125.3603,0.0295,244.5,0.5127
2025-07-05,2025|07,Campaign #1,22625352639,Tablets with full browsers,9,0,0.0498,0,0,
2025-07-06,2025|07,Campaign #1,22625352639,Computers,8,0,0,0,0,
2025-07-06,2025|07,Campaign #1,22625352639,Mobile devices with full browsers,12021,473,66.8187,0.0393,377.73,0.1769
2025-07-06,2025|07,Campaign #1,22625352639,Tablets with full browsers,58,1,0.2392,0.0172,0,
2025-07-07,2025|07,Campaign #1,22625352639,Computers,107,1,6.52,0.0093,0,
2025-07-07,2025|07,Campaign #1,22625352639,Mobile devices with full browsers,8269,268,48.8012,0.0324,49,0.9959
2025-07-07,2025|07,Campaign #1,22625352639,Tablets with full browsers,13,0,0.0054,0,0,
2025-07-08,2025|07,Campaign #1,22625352639,Computers,35,0,0,0,0,
2025-07-08,2025|07,Campaign #1,22625352639,Mobile devices with full browsers,3711,179,29.164,0.0482,18,1.6202
2025-07-08,2025|07,Campaign #1,22625352639,Tablets with full browsers,1,0,0,0,0,
2025-07-08,2025|07,Leads-Search-1,22767146837,Computers,1,1,0.6,1,1,0.6
2025-07-09,2025|07,Campaign #1,22625352639,Mobile devices with full browsers,1,0,0,0,0,
2025-07-09,2025|07,Leads-Search-1,22767146837,Computers,7,0,0,0,0,
2025-07-09,2025|07,Leads-Search-1,22767146837,Mobile devices with full browsers,27,2,2.92,0.0741,1,2.92
2025-07-10,2025|07,Campaign #1,22625352639,Computers,11,0,0,0,0,
2025-07-10,2025|07,Campaign #1,22625352639,Mobile devices with full browsers,6,0,0.0165,0,0,
2025-07-10,2025|07,Leads-Search-1,22767146837,Computers,18,1,0.8929,0.0556,0,
2025-07-10,2025|07,Leads-Search-1,22767146837,Mobile devices with full browsers,55,8,12.2618,0.1455,1,12.2618
2025-07-10,2025|07,Leads-Search-1,22767146837,Tablets with full browsers,1,0,0,0,0,
2025-07-11,2025|07,Campaign #1,22625352639,Computers,33,0,0,0,0,
2025-07-11,2025|07,Campaign #1,22625352639,Mobile devices with full browsers,42,1,0.1621,0.0238,0,
2025-07-11,2025|07,Campaign #1,22625352639,Tablets with full browsers,3,0,0,0,0,
2025-07-11,2025|07,Leads-Search-1,22767146837,Computers,55,2,5.07,0.0364,1,5.07
2025-07-11,2025|07,Leads-Search-1,22767146837,Mobile devices with full browsers,121,10,20.9025,0.0826,2,10.4513
2025-07-11,2025|07,Leads-Search-1,22767146837,Tablets with full browsers,2,1,1.39,0.5,0,
2025-07-12,2025|07,Campaign #1,22625352639,Computers,1,0,0,0,0,
2025-07-12,2025|07,Campaign #1,22625352639,Mobile devices with full browsers,2961,76,23.8087,0.0257,20,1.1904
2025-07-12,2025|07,Campaign #1,22625352639,Tablets with full browsers,17,0,0.1226,0,0,
2025-07-12,2025|07,Leads-Search-1,22767146837,Computers,58,6,19.69,0.1034,2,9.845
2025-07-12,2025|07,Leads-Search-1,22767146837,Mobile devices with full browsers,242,11,40.5547,0.0455,3,13.5182
2025-07-12,2025|07,Leads-Search-1,22767146837,Tablets with full browsers,1,0,0,0,0,
2025-07-13,2025|07,Campaign #1,22625352639,Computers,3,0,0,0,0,
2025-07-13,2025|07,Campaign #1,22625352639,Mobile devices with full browsers,149,2,1.0961,0.0134,1,1.0961
2025-07-13,2025|07,Leads-Search-1,22767146837,Computers,49,3,14.0787,0.0612,0,
2025-07-13,2025|07,Leads-Search-1,22767146837,Mobile devices with full browsers,335,19,71.99,0.0567,5,14.398
2025-07-13,2025|07,Leads-Search-1,22767146837,Tablets with full browsers,5,1,4.2,0.2,0,
2025-07-14,2025|07,Leads-Search-1,22767146837,Computers,157,10,35.63,0.0637,6,5.9383
2025-07-14,2025|07,Leads-Search-1,22767146837,Mobile devices with full browsers,315,11,35.166,0.0349,1,35.166
2025-07-14,2025|07,Leads-Search-1,22767146837,Tablets with full browsers,5,2,5.92,0.4,0,
2025-07-15,2025|07,Leads-Search-1,22767146837,Computers,140,3,10.41,0.0214,0,
2025-07-15,2025|07,Leads-Search-1,22767146837,Mobile devices with full browsers,301,22,59.2442,0.0731,15,3.9496
2025-07-15,2025|07,Leads-Search-1,22767146837,Tablets with full browsers,4,0,0,0,0,
2025-07-16,2025|07,Leads-Search-1,22767146837,Computers,159,11,29.5885,0.0692,6,4.9314
2025-07-16,2025|07,Leads-Search-1,22767146837,Mobile devices with full browsers,278,20,38.92,0.0719,1,38.92
2025-07-16,2025|07,Leads-Search-1,22767146837,Tablets with full browsers,6,0,0,0,0,
2025-07-17,2025|07,Leads-Search-1,22767146837,Computers,115,8,18.3439,0.0696,1,18.3439
2025-07-17,2025|07,Leads-Search-1,22767146837,Mobile devices with full browsers,394,19,40.3103,0.0482,3,13.4368
2025-07-17,2025|07,Leads-Search-1,22767146837,Tablets with full browsers,5,0,0,0,0,
2025-07-18,2025|07,Leads-Search-1,22767146837,Computers,103,7,21.9262,0.068,11,1.9933
2025-07-18,2025|07,Leads-Search-1,22767146837,Mobile devices with full browsers,234,17,41.6921,0.0726,16,2.6058
2025-07-18,2025|07,Leads-Search-1,22767146837,Tablets with full browsers,4,0,0,0,0,
2025-07-19,2025|07,Leads-Search-1,22767146837,Computers,63,4,18.0813,0.0635,0,
2025-07-19,2025|07,Leads-Search-1,22767146837,Mobile devices with full browsers,286,18,33.8114,0.0629,3,11.2705
2025-07-19,2025|07,Leads-Search-1,22767146837,Tablets with full browsers,14,2,8.61,0.1429,0,
2025-07-20,2025|07,Leads-Search-1,22767146837,Computers,52,4,12.4201,0.0769,0,
2025-07-20,2025|07,Leads-Search-1,22767146837,Mobile devices with full browsers,293,20,39.9522,0.0683,12,3.3294
2025-07-20,2025|07,Leads-Search-1,22767146837,Tablets with full browsers,11,0,0,0,0,
2025-07-21,2025|07,Leads-Search-1,22767146837,Computers,107,5,20.8273,0.0467,1,20.8273
2025-07-21,2025|07,Leads-Search-1,22767146837,Mobile devices with full browsers,281,16,47.5428,0.0569,8,5.9428
2025-07-21,2025|07,Leads-Search-1,22767146837,Tablets with full browsers,5,0,0,0,0,
2025-07-22,2025|07,Leads-Search-1,22767146837,Computers,122,10,28.8483,0.082,3,9.6161
2025-07-22,2025|07,Leads-Search-1,22767146837,Mobile devices with full browsers,296,11,23.6877,0.0372,5,4.7375
2025-07-22,2025|07,Leads-Search-1,22767146837,Tablets with full browsers,6,1,0.5,0.1667,0,
2025-07-23,2025|07,Leads-Search-1,22767146837,Computers,9,0,0,0,0,
2025-07-23,2025|07,Leads-Search-1,22767146837,Mobile devices with full browsers,37,3,6.98,0.0811,0,
2025-07-23,2025|07,Leads-Search-1,22767146837,Tablets with full browsers,1,1,1.67,1,0,
2025-08-04,2025|08,Leads-Search-1,22767146837,Computers,53,5,13.66,0.0943,2,6.83
2025-08-04,2025|08,Leads-Search-1,22767146837,Mobile devices with full browsers,79,9,25.4049,0.1139,11,2.3095
2025-08-04,2025|08,Leads-Search-1,22767146837,Tablets with full browsers,5,1,0.6986,0.2,0,
2025-08-05,2025|08,Leads-Search-1,22767146837,Computers,67,5,17.1307,0.0746,3,5.7102
2025-08-05,2025|08,Leads-Search-1,22767146837,Mobile devices with full browsers,196,14,46.8537,0.0714,1,46.8537
2025-08-06,2025|08,Leads-Search-1,22767146837,Computers,123,3,7.53,0.0244,0,
2025-08-06,2025|08,Leads-Search-1,22767146837,Mobile devices with full browsers,284,17,45.5289,0.0599,2,22.7645
2025-08-06,2025|08,Leads-Search-1,22767146837,Tablets with full browsers,1,0,0,0,0,
2025-08-07,2025|08,Leads-Search-1,22767146837,Computers,61,7,16.0179,0.1148,9,1.7798
2025-08-07,2025|08,Leads-Search-1,22767146837,Mobile devices with full browsers,234,15,36.0711,0.0641,8,4.5089
2025-08-07,2025|08,Leads-Search-1,22767146837,Tablets with full browsers,4,0,0,0,0,
2025-08-08,2025|08,Leads-Search-1,22767146837,Computers,65,5,24.1612,0.0769,6,4.0269
2025-08-08,2025|08,Leads-Search-1,22767146837,Mobile devices with full browsers,115,6,19.0528,0.0522,4,4.7632
2025-08-08,2025|08,Leads-Search-1,22767146837,Tablets with full browsers,2,0,0,0,0,
2025-08-09,2025|08,Leads-Search-1,22767146837,Computers,67,6,16.3808,0.0896,1,16.3808
2025-08-09,2025|08,Leads-Search-1,22767146837,Mobile devices with full browsers,234,18,35.4848,0.0769,11,3.2259
2025-08-09,2025|08,Leads-Search-1,22767146837,Tablets with full browsers,2,0,0,0,0,
2025-08-10,2025|08,Leads-Search-1,22767146837,Computers,79,6,13.006,0.0759,1,13.006
2025-08-10,2025|08,Leads-Search-1,22767146837,Mobile devices with full browsers,195,19,42.2081,0.0974,2,21.1041
2025-08-11,2025|08,Leads-Search-1,22767146837,Computers,109,8,17.1612,0.0734,1,17.1612
2025-08-11,2025|08,Leads-Search-1,22767146837,Mobile devices with full browsers,236,15,28.04,0.0636,15,1.8693
2025-08-11,2025|08,Leads-Search-1,22767146837,Tablets with full browsers,9,1,2.7577,0.1111,0,
2025-08-12,2025|08,Leads-Search-1,22767146837,Computers,67,8,19.7318,0.1194,2,9.8659
2025-08-12,2025|08,Leads-Search-1,22767146837,Mobile devices with full browsers,122,11,20.6928,0.0902,0,
2025-08-22,2025|08,Leads-Search-1,22767146837,Mobile devices with full browsers,7,0,0,0,0,
2025-08-23,2025|08,Leads-Search-1,22767146837,Computers,22,1,1.4414,0.0455,0,
2025-08-23,2025|08,Leads-Search-1,22767146837,Mobile devices with full browsers,229,17,36.2478,0.0742,2,18.1239
2025-08-24,2025|08,Leads-Search-1,22767146837,Computers,106,8,18.7471,0.0755,2,9.3735
2025-08-24,2025|08,Leads-Search-1,22767146837,Mobile devices with full browsers,391,23,70.0089,0.0588,4,17.5022
2025-08-24,2025|08,Leads-Search-1,22767146837,Tablets with full browsers,2,0,0,0,0,
2025-08-25,2025|08,Leads-Search-1,22767146837,Computers,99,5,16.5777,0.0505,6,2.7629
2025-08-25,2025|08,Leads-Search-1,22767146837,Mobile devices with full browsers,200,13,24.8119,0.065,9,2.7569
2025-08-25,2025|08,Leads-Search-1,22767146837,Tablets with full browsers,5,0,0,0,0,
2025-08-26,2025|08,Leads-Search-1,22767146837,Computers,61,6,12.78,0.0984,3,4.26
2025-08-26,2025|08,Leads-Search-1,22767146837,Mobile devices with full browsers,121,11,24.4957,0.0909,4,6.1239
2025-08-27,2025|08,Leads-Search-1,22767146837,Computers,3,0,0,0,0,
2025-08-27,2025|08,Leads-Search-1,22767146837,Mobile devices with full browsers,20,3,6.92,0.15,0,
2026-04-27,2026|04,Leads-Search-1,22767146837,Computers,30,2,5.15,0.0667,0,
2026-04-27,2026|04,Leads-Search-1,22767146837,Mobile devices with full browsers,53,6,15.0102,0.1132,0,
2026-04-28,2026|04,Leads-Search-1,22767146837,Computers,94,6,21.9,0.0638,1,21.9
2026-04-28,2026|04,Leads-Search-1,22767146837,Mobile devices with full browsers,164,17,56.2172,0.1037,11,5.1107
2026-04-28,2026|04,Leads-Search-1,22767146837,Tablets with full browsers,1,0,0,0,0,
2026-04-29,2026|04,Leads-Search-1,22767146837,Computers,126,5,15.5524,0.0397,0,
2026-04-29,2026|04,Leads-Search-1,22767146837,Mobile devices with full browsers,293,17,40.5889,0.058,1,40.5889
2026-04-29,2026|04,Leads-Search-1,22767146837,Tablets with full browsers,8,0,0,0,0,
2026-04-30,2026|04,Leads-Search-1,22767146837,Computers,105,3,5.62,0.0286,0,
2026-04-30,2026|04,Leads-Search-1,22767146837,Mobile devices with full browsers,283,12,26.18,0.0424,3,8.7267
2026-04-30,2026|04,Leads-Search-1,22767146837,Tablets with full browsers,3,0,0,0,0,
2026-05-01,2026|05,Leads-Search-1,22767146837,Computers,57,2,6.52,0.0351,1,6.52
2026-05-01,2026|05,Leads-Search-1,22767146837,Mobile devices with full browsers,144,11,28.01,0.0764,0,
2026-05-01,2026|05,Leads-Search-1,22767146837,Tablets with full browsers,4,0,0,0,0,
2026-05-02,2026|05,Leads-Search-1,22767146837,Computers,30,1,2.9271,0.0333,0,
2026-05-02,2026|05,Leads-Search-1,22767146837,Mobile devices with full browsers,116,17,24.974,0.1466,5,4.9948
2026-05-03,2026|05,Leads-Search-1,22767146837,Computers,13,0,0,0,0,
2026-05-03,2026|05,Leads-Search-1,22767146837,Mobile devices with full browsers,162,11,30.3096,0.0679,2,15.1548
2026-05-03,2026|05,Leads-Search-1,22767146837,Tablets with full browsers,1,0,0,0,0,
2026-05-04,2026|05,Leads-Search-1,22767146837,Computers,80,4,15.06,0.05,0,
2026-05-04,2026|05,Leads-Search-1,22767146837,Mobile devices with full browsers,91,7,12.86,0.0769,1,12.86
2026-05-12,2026|05,Leads-Search-1,22767146837,Computers,34,2,2.76,0.0588,1,2.76
2026-05-12,2026|05,Leads-Search-1,22767146837,Mobile devices with full browsers,91,8,16.6808,0.0879,1,16.6808
2026-05-13,2026|05,Leads-Search-1,22767146837,Computers,123,8,22.9913,0.065,7,3.2845
2026-05-13,2026|05,Leads-Search-1,22767146837,Mobile devices with full browsers,160,9,22.85,0.0563,0,
2026-05-13,2026|05,Leads-Search-1,22767146837,Tablets with full browsers,2,0,0,0,0,
2026-05-29,2026|05,PNHdefense-Website traffic-Search-2,23888858069,Computers,3,0,0,0,0,
2026-05-29,2026|05,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,4,0,0,0,0,
2026-05-30,2026|05,Leads-Search-1,22767146837,Computers,2,1,4.301,0.5,2,2.1505
2026-05-30,2026|05,Leads-Search-1,22767146837,Mobile devices with full browsers,7,0,0,0,0,
2026-05-30,2026|05,PNHdefense-Website traffic-Search-2,23888858069,Computers,2,0,0,0,0,
2026-05-30,2026|05,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,6,0,0,0,0,
2026-05-31,2026|05,PNHdefense-Website traffic-Search-2,23888858069,Computers,2,1,0.01,0.5,0,
2026-05-31,2026|05,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,4,0,0,0,0,
2026-06-01,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Computers,4,0,0,0,0,
2026-06-01,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,2,0,0,0,0,
2026-06-02,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,9,2,10.501,0.2222,0,
2026-06-03,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Computers,6,0,0,0,0,
2026-06-03,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,14,0,0,0,0,
2026-06-04,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Computers,8,1,5.38,0.125,0,
2026-06-04,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,2,0,0,0,0,
2026-06-05,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,4,0,0,0,0,
2026-06-06,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Computers,2,1,3.44,0.5,0,
2026-06-06,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,4,1,0.41,0.25,0,
2026-06-07,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,4,0,0,0,0,
2026-06-08,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Computers,4,1,3.65,0.25,1,3.65
2026-06-08,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,6,2,1.1916,0.3333,0,
2026-06-09,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,2,0,0,0,0,
2026-06-10,2026|06,Leads-Search-1,22767146837,Computers,5,0,0,0,0,
2026-06-10,2026|06,Leads-Search-1,22767146837,Mobile devices with full browsers,48,4,24.0592,0.0833,0.02,1202.9602
2026-06-10,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Computers,6,2,6.6355,0.3333,3,2.2118
2026-06-10,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,16,1,9.02,0.0625,0,
2026-06-11,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,2,1,1.895,0.5,0,
2026-06-12,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Computers,4,0,0,0,0,
2026-06-12,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,7,1,7.1989,0.1429,4,1.7997
2026-06-13,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,5,1,7.3041,0.2,0,
2026-06-14,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Computers,2,0,0,0,0,
2026-06-15,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Computers,10,1,1.62,0.1,1,1.62
2026-06-15,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,10,1,2.38,0.1,0,
2026-06-16,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Computers,6,1,2.69,0.1667,0,
2026-06-16,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,5,0,0,0,0,
2026-06-17,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Computers,2,0,0,0,0,
2026-06-17,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,4,1,2.25,0.25,0,
2026-06-18,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Computers,6,1,0.77,0.1667,7,0.11
2026-06-18,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,21,0,0,0,0,
2026-06-19,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Computers,2,1,0.43,0.5,0,
2026-06-19,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,7,2,5.13,0.2857,0,
2026-06-20,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Computers,3,2,4.87,0.6667,0,
2026-06-21,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,4,0,0,0,0,
2026-06-22,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Computers,2,1,4.74,0.5,0,
2026-06-22,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,2,1,0.71,0.5,0,
2026-06-23,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Computers,3,0,0,0,0,
2026-06-24,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Computers,2,1,2.53,0.5,0,
2026-06-24,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Mobile devices with full browsers,4,0,0,0,0,
2026-06-25,2026|06,PNHdefense-Website traffic-Search-2,23888858069,Computers,2,0,0,0,0,
