yearMonth,landingPage,sessionSourceMedium,sessions,engagedSessions,engagementRate,bounceRate,conversions,screenPageViews,totalUsers,newUsers
2024|02,/naturopathic-medicine,google / cpc,2,0,0,1,0,2,1,0
2024|02,/pnh-online-medicinary,google / cpc,2,0,0,1,0,2,1,0
2024|02,/schedule-an-appointment,google / cpc,3,1,0.3333,0.6667,0,4,1,0
2024|02,/whypnh,google / cpc,3,3,1,0,0,5,3,3
2024|03,(not set),google / cpc,7,0,0,1,0,0,7,0
2024|03,/,google / cpc,486,183,0.3765,0.6235,0,665,470,466
2024|03,/dietary-supplements,google / cpc,2,2,1,0,0,4,1,0
2024|03,/schedule-an-appointment,google / cpc,1,1,1,0,0,1,1,1
2024|03,/whypnh,google / cpc,5,4,0.8,0.2,0,5,5,5
2024|04,(not set),google / cpc,7,0,0,1,0,0,7,0
2024|04,/,google / cpc,216,89,0.412,0.588,0,314,208,205
2024|04,/nail-fungus-relief,google / cpc,1,0,0,1,0,1,1,0
2024|04,/naturopathic-medicine,google / cpc,1,0,0,1,0,1,1,0
2024|04,/schedule-an-appointment,google / cpc,4,1,0.25,0.75,0,6,3,1
2024|04,/whypnh,google / cpc,1,1,1,0,0,1,1,1
2024|05,(not set),google / cpc,2,0,0,1,0,0,2,0
2024|05,/,google / cpc,218,87,0.3991,0.6009,0,327,216,216
2024|05,/blog/aerobic-exercise-vs-hiit-which-is-right-for-you,google / cpc,1,1,1,0,0,2,1,0
2024|05,/blog/pfas-risk-in-mn-freshwater-fish,google / cpc,1,1,1,0,0,1,1,0
2024|05,/contact,google / cpc,1,1,1,0,0,2,1,0
2024|05,/meet-dr-haley,google / cpc,1,1,1,0,0,1,1,1
2024|05,/meet-dr-jacob,google / cpc,1,1,1,0,0,1,1,1
2024|05,/whypnh,google / cpc,1,1,1,0,0,1,1,1
2024|06,(not set),google / cpc,7,0,0,1,0,0,7,0
2024|06,/,google / cpc,291,139,0.4777,0.5223,0,427,268,267
2024|06,/cardiovascular-wellness-program,google / cpc,1,0,0,1,0,1,1,0
2024|06,/meet-dr-jacob,google / cpc,1,1,1,0,0,2,1,1
2024|06,/naturopathic-medicine,google / cpc,1,1,1,0,0,1,1,0
2024|06,/whypnh,google / cpc,1,1,1,0,0,1,1,1
2024|07,(not set),google / cpc,4,0,0,1,0,0,4,0
2024|07,/,google / cpc,138,52,0.3768,0.6232,0,193,136,134
2024|07,/meet-dr-haley,google / cpc,2,2,1,0,0,3,2,0
2024|07,/meet-dr-jacob,google / cpc,1,1,1,0,0,1,1,0
2024|07,/whypnh,google / cpc,1,1,1,0,0,1,1,1
2024|08,/,google / cpc,8,4,0.5,0.5,0,8,8,7
2024|09,(not set),google / cpc,5,0,0,1,0,0,5,0
2024|09,/,google / cpc,238,93,0.3908,0.6092,0,344,230,228
2024|09,/blog/what-to-expect-from-a-naturopathic-doctor,google / cpc,1,1,1,0,0,2,1,0
2024|09,/meet-dr-haley,google / cpc,4,2,0.5,0.5,0,7,4,2
2024|09,/meet-dr-jacob,google / cpc,4,3,0.75,0.25,0,11,4,4
2024|09,/schedule-an-appointment,google / cpc,11,2,0.1818,0.8182,0,15,3,0
2024|09,/whypnh,google / cpc,4,3,0.75,0.25,0,13,4,3
2024|10,(not set),google / cpc,5,0,0,1,0,0,5,0
2024|10,/,google / cpc,213,73,0.3427,0.6573,0,267,203,199
2024|10,/contact,google / cpc,1,0,0,1,0,1,1,0
2024|10,/faq,google / cpc,1,0,0,1,0,1,1,0
2024|10,/pagead/aclk,google / cpc,1,0,0,1,0,1,1,1
2024|10,/prepare-for-your-visit,google / cpc,1,1,1,0,0,3,1,0
2024|10,/schedule-an-appointment,google / cpc,2,2,1,0,0,3,2,0
2024|10,/whypnh,google / cpc,2,1,0.5,0.5,0,2,2,2
2024|11,(not set),google / cpc,5,0,0,1,0,0,5,0
2024|11,/,google / cpc,250,93,0.372,0.628,0,321,236,235
2024|11,/blog/naturopathic-medicine-provides-a-holistic-approach,google / cpc,1,1,1,0,0,3,1,0
2024|11,/clinical-laboratory-tests,google / cpc,1,1,1,0,0,6,1,0
2024|11,/contact,google / cpc,1,0,0,1,0,1,1,1
2024|11,/meet-dr-haley,google / cpc,2,2,1,0,0,4,2,1
2024|11,/pagead/aclk,google / cpc,2,0,0,1,0,2,2,2
2024|11,/prepare-for-your-visit,google / cpc,1,1,1,0,0,2,1,0
2024|11,/schedule-an-appointment,google / cpc,1,0,0,1,0,1,1,0
2024|12,(not set),google / cpc,4,0,0,1,0,0,4,0
2024|12,/,google / cpc,151,58,0.3841,0.6159,0,192,138,135
2024|12,/meet-dr-haley,google / cpc,5,4,0.8,0.2,0,11,5,4
2024|12,/schedule-an-appointment,google / cpc,1,0,0,1,0,1,1,0
2024|12,/whypnh,google / cpc,1,1,1,0,0,1,1,1
2025|01,(not set),google / cpc,2,0,0,1,0,0,2,0
2025|01,/,google / cpc,38,12,0.3158,0.6842,1,54,38,38
2025|01,/meet-dr-haley,google / cpc,2,1,0.5,0.5,0,4,2,1
2025|01,/meet-dr-jacob,google / cpc,6,5,0.8333,0.1667,0,9,5,5
2025|01,/whypnh,google / cpc,2,0,0,1,0,2,2,2
2025|02,/,google / cpc,50,18,0.36,0.64,0,54,50,50
2025|02,/meet-dr-jacob,google / cpc,2,2,1,0,0,3,2,2
2025|03,/,google / cpc,10,4,0.4,0.6,0,10,10,10
2025|06,(not set),google / cpc,3,0,0,1,0,0,3,0
2025|06,/,google / cpc,169,68,0.4024,0.5976,4,262,164,163
2025|06,/blog/nutrient-spotlight-foods-rich-in-calcium,google / cpc,1,0,0,1,0,1,1,1
2025|06,/cardiovascular-wellness-program,google / cpc,1,1,1,0,0,2,1,1
2025|06,/clinical-laboratory-tests,google / cpc,3,2,0.6667,0.3333,0,3,2,1
2025|06,/holistic-diabetes-care,google / cpc,1,1,1,0,0,1,1,1
2025|06,/meet-dr-haley,google / cpc,4,3,0.75,0.25,0,10,4,4
2025|06,/meet-dr-jacob,google / cpc,6,4,0.6667,0.3333,0,11,6,5
2025|06,/prepare-for-your-visit,google / cpc,1,1,1,0,0,1,1,0
2025|06,/schedule-an-appointment,google / cpc,30,7,0.2333,0.7667,0,39,26,23
2025|06,/whypnh,google / cpc,71,8,0.1127,0.8873,0,79,69,69
2025|07,(not set),google / cpc,48,2,0.0417,0.9583,0,0,48,0
2025|07,/,google / cpc,1133,251,0.2215,0.7785,3,1437,1085,1076
2025|07,/blog/7-day-spring-cleaning-dust-allergy-action-plan,google / cpc,1,1,1,0,0,1,1,0
2025|07,/blog/health-alerts-for-eden-prairie-spring-water,google / cpc,1,1,1,0,0,4,1,0
2025|07,/clinical-laboratory-tests,google / cpc,27,0,0,1,0,27,25,24
2025|07,/contact,google / cpc,1,1,1,0,1,1,1,0
2025|07,/faq,google / cpc,1,1,1,0,0,2,1,0
2025|07,/holistic-diabetes-care,google / cpc,1,1,1,0,0,1,1,0
2025|07,/meet-dr-haley,google / cpc,42,4,0.0952,0.9048,0,43,39,39
2025|07,/meet-dr-jacob,google / cpc,17,5,0.2941,0.7059,0,20,16,16
2025|07,/schedule-an-appointment,google / cpc,625,38,0.0608,0.9392,0,643,581,572
2025|07,/whypnh,google / cpc,1065,101,0.0948,0.9052,0,1154,991,991
2025|07,/womens-health-services,google / cpc,6,1,0.1667,0.8333,0,7,4,0
2025|08,(not set),google / cpc,6,0,0,1,0,0,6,0
2025|08,/,google / cpc,210,158,0.7524,0.2476,6,440,202,201
2025|08,/cardiovascular-wellness-program,google / cpc,1,1,1,0,0,4,1,0
2025|08,/clinical-laboratory-tests,google / cpc,1,1,1,0,0,3,1,0
2025|08,/contact,google / cpc,1,1,1,0,1,1,1,0
2025|08,/faq,google / cpc,1,0,0,1,0,1,1,0
2025|08,/meet-dr-haley,google / cpc,3,0,0,1,0,3,1,0
2025|08,/naturopathic-medicine,google / cpc,1,1,1,0,0,8,1,0
2025|08,/pediatrics,google / cpc,1,0,0,1,0,1,1,0
2025|08,/prepare-for-your-visit,google / cpc,1,1,1,0,0,3,1,0
2025|08,/schedule-an-appointment,google / cpc,7,2,0.2857,0.7143,0,8,5,2
2025|08,/whypnh,google / cpc,5,0,0,1,0,5,5,4
2025|08,/womens-health-services,google / cpc,2,0,0,1,0,2,2,0
2025|09,/,google / cpc,1,1,1,0,0,5,1,1
2025|10,/,google / cpc,1,1,1,0,0,1,1,1
2025|10,/schedule-an-appointment,google / cpc,1,0,0,1,0,1,1,1
2026|01,/,google / cpc,1,0,0,1,0,1,1,1
2026|03,/,google / cpc,1,0,0,1,0,1,1,1
2026|04,/,google / cpc,52,37,0.7115,0.2885,4,113,52,53
2026|04,/aclk,google / cpc,1,1,1,0,0,1,1,1
2026|04,/mens-health,google / cpc,1,0,0,1,0,1,1,0
2026|04,/pediatrics,google / cpc,1,1,1,0,0,2,1,0
2026|04,/product-guide,google / cpc,1,1,1,0,0,4,1,0
2026|04,/schedule-an-appointment,google / cpc,4,0,0,1,0,4,2,0
2026|05,(not set),google / cpc,6,0,0,1,0,0,6,0
2026|05,/,google / cpc,69,55,0.7971,0.2029,6,170,66,66
2026|05,/contact,google / cpc,2,2,1,0,2,3,1,0
2026|05,/holistic-diabetes-care,google / cpc,1,0,0,1,0,1,1,1
2026|05,/meet-dr-haley,google / cpc,1,1,1,0,0,3,1,1
2026|05,/meet-dr-jacob,google / cpc,1,1,1,0,0,2,1,0
2026|05,/mens-health,google / cpc,5,0,0,1,0,5,1,0
2026|05,/naturopathic-medicine,google / cpc,1,1,1,0,1,8,1,0
2026|05,/schedule-an-appointment,google / cpc,4,0,0,1,0,4,1,0
2026|05,/video-library,google / cpc,1,1,1,0,0,2,1,0
2026|05,/womens-health-services,google / cpc,7,4,0.5714,0.4286,0,8,6,3
2026|06,(not set),google / cpc,1,0,0,1,0,0,1,0
2026|06,/,google / cpc,39,28,0.7179,0.2821,12,76,33,27
2026|06,/blog,google / cpc,1,0,0,1,0,1,1,0
2026|06,/clinical-laboratory-tests,google / cpc,3,1,0.3333,0.6667,0,4,3,2
2026|06,/faq,google / cpc,3,1,0.3333,0.6667,0,4,3,3
2026|06,/meet-dr-haley,google / cpc,3,1,0.3333,0.6667,0,3,2,2
2026|06,/meet-dr-jacob,google / cpc,1,0,0,1,0,1,1,0
2026|06,/mens-health,google / cpc,1,0,0,1,0,1,1,0
2026|06,/womens-health-services,google / cpc,1,0,0,1,0,1,1,0
2026|07,(not set),google / cpc,10,0,0,1,0,0,10,0
2026|07,/,google / cpc,172,127,0.7384,0.2616,43,404,159,152
2026|07,/about-us,google / cpc,3,1,0.3333,0.6667,0,3,2,0
2026|07,/clinical-laboratory-tests,google / cpc,5,4,0.8,0.2,0,11,5,4
2026|07,/faq,google / cpc,3,0,0,1,0,3,3,1
2026|07,/meet-dr-haley,google / cpc,11,6,0.5455,0.4545,0,17,11,9
2026|07,/meet-dr-jacob,google / cpc,5,0,0,1,0,5,5,4
2026|07,/mens-health,google / cpc,38,15,0.3947,0.6053,4,51,38,38
2026|07,/naturopathic-medicine,google / cpc,3,1,0.3333,0.6667,0,9,3,0
2026|07,/pediatrics,google / cpc,24,14,0.5833,0.4167,5,50,21,21
2026|07,/prepare-for-your-visit,google / cpc,1,0,0,1,0,1,1,0
2026|07,/schedule-an-appointment,google / cpc,13,13,1,0,14,15,11,4
2026|07,/womens-health-services,google / cpc,63,43,0.6825,0.3175,16,141,62,58
2026|08,(not set),google / cpc,6,0,0,1,0,0,6,0
2026|08,/,google / cpc,125,82,0.656,0.344,11,237,119,115
2026|08,/about-us,google / cpc,1,0,0,1,0,1,1,0
2026|08,/clinical-laboratory-tests,google / cpc,8,4,0.5,0.5,0,10,7,6
2026|08,/contact,google / cpc,1,1,1,0,1,1,1,0
2026|08,/faq,google / cpc,1,0,0,1,0,1,1,0
2026|08,/holistic-diabetes-care,google / cpc,2,1,0.5,0.5,0,2,2,2
2026|08,/meet-dr-haley,google / cpc,10,6,0.6,0.4,1,22,10,9
2026|08,/meet-dr-jacob,google / cpc,3,2,0.6667,0.3333,0,5,3,3
2026|08,/mens-health,google / cpc,24,6,0.25,0.75,1,26,23,23
2026|08,/pediatrics,google / cpc,12,8,0.6667,0.3333,3,25,12,12
2026|08,/schedule-an-appointment,google / cpc,6,6,1,0,6,7,6,5
2026|08,/whypnh,google / cpc,1,1,1,0,0,7,1,0
2026|08,/womens-health-services,google / cpc,92,50,0.5435,0.4565,7,126,88,85
2026|09,/,google / cpc,19,11,0.5789,0.4211,3,37,18,18
2026|09,/mens-health,google / cpc,1,0,0,1,0,1,1,1
2026|09,/pediatrics,google / cpc,1,0,0,1,0,1,1,1
2026|09,/womens-health-services,google / cpc,16,10,0.625,0.375,1,26,16,16
